case_PO_id,case_id,start_timestamp,avg_value_EUR,case_vendor,case_PR_NPR,case_product_type,case_product_specific,end_timestamp,throughput,rework_activities,payment_block,automation,avg_vendor_workload,num_items
4507002747,4507002747_00010,2018-01-13 13:48:00+00:00,16151.5,vendorID_0736,PR,Trading & End Products,Trading products (old structure),2018-05-24 11:34:00+00:00,130 days 21:46:00,1.0,False,20.0,2.3043478260869565,2
4507002748,4507002748_00020,2018-01-13 13:50:00+00:00,3272.0,vendorID_0736,PR,Trading & End Products,Trading products (old structure),2018-05-24 11:34:00+00:00,130 days 21:44:00,0.0,False,25.0,2.217391304347826,1
4507002749,4507002749_00010,2018-01-13 13:52:00+00:00,32817.0,vendorID_0736,PR,Trading & End Products,Trading products (old structure),2018-05-24 11:34:00+00:00,130 days 21:42:00,0.0,False,25.0,2.1739130434782608,1
4507002750,4507002750_00010,2018-01-15 03:18:00+00:00,67.0,vendorID_0105,PR,Packaging,Labels,2018-02-22 15:17:00+00:00,38 days 11:59:00,0.0,False,40.0,20.944444444444443,4
4507002751,4507002751_00010,2018-01-15 03:18:00+00:00,2694.0,vendorID_0104,PR,Packaging,Plastic Containers & Lids < 30L,2018-03-29 13:08:00+00:00,73 days 09:50:00,0.0,False,40.0,65.79166666666667,5
4507002753,4507002753_00010,2018-01-15 03:56:00+00:00,1193.75,vendorID_0104,PR,Packaging,Plastic Containers & Lids < 30L,2018-03-29 13:08:00+00:00,73 days 09:12:00,0.0,True,20.0,65.79166666666667,4
4507002755,4507002755_00010,2018-01-15 06:21:00+00:00,1027.7,vendorID_0245,NPR,Sales,Products for Resale,2018-03-29 13:06:00+00:00,73 days 06:45:00,0.0,True,20.0,11.266666666666667,10
4507002756,4507002756_00010,2018-01-15 06:21:00+00:00,158.8,vendorID_0375,NPR,Sales,Products for Resale,2018-08-03 11:20:00+00:00,200 days 04:59:00,0.0,True,20.0,14.424657534246576,5
4507002757,4507002757_00010,2018-01-15 06:25:00+00:00,343.6666666666667,vendorID_0161,NPR,Sales,Products for Resale,2018-08-03 11:20:00+00:00,200 days 04:55:00,1.0,False,20.0,2.857142857142857,3
4507002758,4507002758_00010,2018-01-15 06:28:00+00:00,108.0,vendorID_0246,PR,Trading & End Products,Trading products (old structure),2018-08-03 11:21:00+00:00,200 days 04:53:00,0.0,False,25.0,29.46153846153846,8
4507002759,4507002759_00010,2018-01-15 06:28:00+00:00,2469.0,vendorID_0761,NPR,Sales,Products for Resale,2018-04-26 09:13:00+00:00,101 days 02:45:00,0.0,False,0.0,2.5357142857142856,1
4507002762,4507002762_00020,2018-01-15 06:35:00+00:00,226.0,vendorID_0376,NPR,Sales,Products for Resale,2018-08-03 11:22:00+00:00,200 days 04:47:00,0.0,True,20.0,5.321428571428571,2
4507002763,4507002763_00010,2018-01-15 06:39:00+00:00,1394.0,vendorID_0482,NPR,Sales,Products for Resale,2018-08-02 12:44:00+00:00,199 days 06:05:00,0.0,False,25.0,3.0588235294117645,3
4507002764,4507002764_00010,2018-01-15 06:41:00+00:00,496.6666666666667,vendorID_0122,PR,Trading & End Products,Trading products (old structure),2018-02-22 15:15:00+00:00,38 days 08:34:00,0.0,False,0.0,12.333333333333334,3
4507002766,4507002766_00010,2018-01-15 06:43:00+00:00,183.33333333333334,vendorID_0114,NPR,Sales,Products for Resale,2018-09-05 12:09:00+00:00,233 days 05:26:00,0.0,True,20.0,14.5188679245283,3
4507002767,4507002767_00010,2018-01-15 06:44:00+00:00,776.6666666666666,vendorID_0115,NPR,Sales,Products for Resale,2018-02-22 15:15:00+00:00,38 days 08:31:00,0.0,False,0.0,5.571428571428571,3
4507002768,4507002768_00010,2018-01-15 06:46:00+00:00,85.0,vendorID_0369,NPR,Sales,Products for Resale,2018-02-22 15:17:00+00:00,38 days 08:31:00,0.0,False,25.0,9.68421052631579,4
4507002769,4507002769_00010,2018-01-15 06:46:00+00:00,107.66666666666667,vendorID_0236,NPR,Sales,Products for Resale,2018-08-03 11:22:00+00:00,200 days 04:36:00,0.0,False,0.0,26.35632183908046,9
4507002770,4507002770_00020,2018-01-15 06:46:00+00:00,75.66666666666667,vendorID_0381,NPR,Sales,Products for Resale,2018-02-22 15:18:00+00:00,38 days 08:32:00,0.0,True,20.0,3.4,3
4507002771,4507002771_00010,2018-01-15 06:47:00+00:00,329.95652173913044,vendorID_0108,NPR,Sales,Products for Resale,2018-02-22 15:15:00+00:00,38 days 08:28:00,0.0,False,25.0,39.25,23
4507002772,4507002772_00010,2018-01-15 06:48:00+00:00,308.25,vendorID_0237,NPR,CAPEX & SOCS,MRO (components),2018-08-02 12:44:00+00:00,199 days 05:56:00,0.0,True,40.0,17.263157894736842,12
4507002784,4507002784_00010,2018-01-15 07:02:00+00:00,10271.333333333334,vendorID_0239,NPR,Sales,Products for Resale,2018-02-22 15:15:00+00:00,38 days 08:13:00,0.0,False,25.0,7.294117647058823,3
4507002785,4507002785_00010,2018-01-15 07:03:00+00:00,732.75,vendorID_0671,NPR,Sales,Products for Resale,2018-08-03 11:21:00+00:00,200 days 04:18:00,0.0,False,0.0,4.074074074074074,4
4507002786,4507002786_00010,2018-01-15 07:07:00+00:00,5224.0,vendorID_0422,PR,Additives,Extenders,2018-03-29 13:08:00+00:00,73 days 06:01:00,0.0,False,0.0,3.0,1
4507002787,4507002787_00010,2018-01-15 07:08:00+00:00,58.666666666666664,vendorID_0794,NPR,Sales,Products for Resale,2018-02-15 13:51:00+00:00,31 days 06:43:00,0.0,False,25.0,6.0,6
4507002794,4507002794_00010,2018-01-15 07:34:00+00:00,303.75,vendorID_0138,NPR,Sales,Products for Resale,2018-08-03 11:21:00+00:00,200 days 03:47:00,0.0,False,0.0,9.041666666666666,8
4507002796,4507002796_00010,2018-01-15 07:39:00+00:00,798.25,vendorID_0152,NPR,Sales,Products for Resale,2018-02-22 15:16:00+00:00,38 days 07:37:00,0.0,True,20.0,5.642857142857143,4
4507002799,4507002799_00010,2018-01-15 07:45:00+00:00,3935.0,vendorID_0718,NPR,Sales,Products for Resale,2018-04-26 09:15:00+00:00,101 days 01:30:00,2.0,True,14.285714285714285,1.3333333333333333,1
4507002800,4507002800_00010,2018-01-15 07:46:00+00:00,512.6666666666666,vendorID_0413,NPR,Sales,Products for Resale,2018-02-22 15:16:00+00:00,38 days 07:30:00,0.0,False,25.0,3.4285714285714284,3
4507002809,4507002809_00010,2018-01-15 08:12:00+00:00,5337.5,vendorID_0167,PR,Packaging,Metal Containers & Lids < 30L,2018-09-05 12:09:00+00:00,233 days 03:57:00,2.0,True,0.0,6.047169811320755,2
4507002815,4507002815_00010,2018-01-15 08:23:00+00:00,303.0,vendorID_0136,PR,Packaging,Labels,2018-07-06 11:10:00+00:00,172 days 02:47:00,0.0,True,0.0,65.7127659574468,17
4507002816,4507002816_00010,2018-01-15 08:23:00+00:00,1918.5,vendorID_0445,PR,Solvents,Glycol & Ether Solvents,2018-05-04 13:47:00+00:00,109 days 05:24:00,0.0,False,0.0,2.2777777777777777,2
4507002820,4507002820_00010,2018-01-15 08:30:00+00:00,22347.0,vendorID_0277,PR,Trading & End Products,Trading products (old structure),2018-01-29 15:21:00+00:00,14 days 06:51:00,0.0,False,50.0,3.0,1
4507002823,4507002823_00010,2018-01-15 08:40:00+00:00,332.1111111111111,vendorID_0103,PR,Packaging,Labels,2018-04-26 09:14:00+00:00,101 days 00:34:00,0.0,False,0.0,49.66666666666666,9
4507002826,4507002826_00010,2018-01-15 08:43:00+00:00,3142.0,vendorID_0197,PR,Packaging,Metal Containers & Lids < 30L,2018-04-05 08:14:00+00:00,79 days 23:31:00,1.0,False,0.0,3.1379310344827585,1
4507002831,4507002831_00010,2018-01-15 09:08:00+00:00,1668.3333333333333,vendorID_0559,NPR,Sales,Products for Resale,2018-05-04 13:51:00+00:00,109 days 04:43:00,0.0,False,25.0,9.7,3
4507002832,4507002832_00010,2018-01-15 09:10:00+00:00,1727.0,vendorID_0798,NPR,Sales,Products for Resale,2018-03-29 13:10:00+00:00,73 days 04:00:00,0.0,False,25.0,1.0,1
4507002833,4507002833_00010,2018-01-15 09:12:00+00:00,6397.0,vendorID_0799,NPR,Sales,Products for Resale,2018-02-22 15:18:00+00:00,38 days 06:06:00,0.0,False,25.0,1.0,1
4507002838,4507002838_00010,2018-01-15 09:27:00+00:00,3350.8,vendorID_0104,PR,Packaging,Plastic Containers & Lids < 30L,2018-03-29 13:08:00+00:00,73 days 03:41:00,0.0,False,0.0,65.625,10
4507002842,4507002842_00020,2018-01-15 09:31:00+00:00,3493.0,vendorID_0268,PR,Trading & End Products,Trading products (old structure),2018-12-04 13:07:00+00:00,323 days 03:36:00,6.0,True,0.0,6.5,2
4507002843,4507002843_00010,2018-01-15 09:33:00+00:00,421.5,vendorID_0104,PR,Packaging,Plastic Containers & Lids < 30L,2018-03-29 13:08:00+00:00,73 days 03:35:00,0.0,False,20.0,65.625,2
4507002844,4507002844_00010,2018-01-15 09:34:00+00:00,1574.0,vendorID_0284,PR,Packaging,Plastic Containers & Lids < 30L,2018-03-15 13:13:00+00:00,59 days 03:39:00,0.0,False,0.0,3.5,1
4507002851,4507002851_00010,2018-01-15 09:44:00+00:00,5464.5,vendorID_0156,PR,Additives,Extenders,2018-04-26 09:12:00+00:00,100 days 23:28:00,0.0,False,0.0,4.65,2
4507002852,4507002852_00010,2018-01-15 09:45:00+00:00,758.5,vendorID_0106,PR,Packaging,Metal Containers & Lids < 30L,2018-02-22 15:17:00+00:00,38 days 05:32:00,0.0,False,0.0,29.12,4
4507002861,4507002861_00010,2018-01-15 10:02:00+00:00,805.3333333333334,vendorID_0129,NPR,Sales,Mixing Machines,2018-08-03 11:21:00+00:00,200 days 01:19:00,0.0,True,0.0,6.648148148148148,6
4507002862,4507002862_00010,2018-01-15 10:02:00+00:00,8450.0,vendorID_0580,PR,Packaging,Plastic Containers & Lids < 30L,2018-09-05 12:09:00+00:00,233 days 02:07:00,5.0,False,0.0,1.3636363636363635,1
4507002863,4507002863_00040,2018-01-15 10:02:00+00:00,631.3333333333334,vendorID_0192,PR,Packaging,Labels,2018-08-03 11:22:00+00:00,200 days 01:20:00,0.0,False,25.0,6.225352112676056,3
4507002864,4507002864_00010,2018-01-15 10:03:00+00:00,375.84615384615387,vendorID_0165,PR,Packaging,Labels,2018-08-03 11:22:00+00:00,200 days 01:19:00,0.0,False,25.0,9.05,13
4507002873,4507002873_00010,2018-01-15 10:10:00+00:00,178.0,vendorID_0120,PR,Packaging,Labels,2018-03-29 13:07:00+00:00,73 days 02:57:00,0.0,False,25.0,62.63636363636363,1
4507002877,4507002877_00010,2018-01-15 10:13:00+00:00,44024.0,vendorID_0803,PR,Packaging,Plastic Containers & Lids < 30L,2018-05-31 10:32:00+00:00,136 days 00:19:00,3.0,False,0.0,1.0,1
4507002879,4507002879_00010,2018-01-15 10:14:00+00:00,3945.8333333333335,vendorID_0618,NPR,Sales,Products for Resale,2018-08-02 12:43:00+00:00,199 days 02:29:00,0.0,False,0.0,2.870967741935484,6
4507002883,4507002883_00010,2018-01-15 10:24:00+00:00,17167.0,vendorID_0802,PR,Packaging,Plastic Containers & Lids < 30L,2018-05-24 11:34:00+00:00,129 days 01:10:00,0.0,False,0.0,1.2307692307692308,1
4507002884,4507002884_00010,2018-01-15 10:25:00+00:00,310.0,vendorID_0139,PR,Additives,Neutralisation Agents,2018-12-04 13:08:00+00:00,323 days 02:43:00,3.0,True,0.0,3.4615384615384617,1
4507002885,4507002885_00010,2018-01-15 10:30:00+00:00,1686.3333333333333,vendorID_0179,NPR,Sales,Products for Resale,2018-10-07 13:00:00+00:00,265 days 02:30:00,0.0,False,25.0,16.652173913043477,3
4507002886,4507002886_00010,2018-01-15 10:33:00+00:00,865.25,vendorID_0179,NPR,Sales,Products for Resale,2018-10-07 13:00:00+00:00,265 days 02:27:00,0.0,False,25.0,16.52173913043478,8
4507002887,4507002887_00010,2018-01-15 10:35:00+00:00,57746.0,vendorID_0305,PR,Pigments & Colorants,Inorganic Pigments,2018-05-24 11:34:00+00:00,129 days 00:59:00,0.0,False,0.0,1.0,1
4507002890,4507002890_00010,2018-01-15 10:41:00+00:00,58.5,vendorID_0182,PR,Packaging,Labels,2018-04-26 09:14:00+00:00,100 days 22:33:00,0.0,True,20.0,30.97959183673469,2
4507002891,4507002891_00010,2018-01-15 10:42:00+00:00,263.0882352941176,vendorID_0182,PR,Packaging,Labels,2018-04-26 09:14:00+00:00,100 days 22:32:00,0.0,False,0.0,30.93877551020408,34
4507002892,4507002892_00030,2018-01-15 10:43:00+00:00,1177.0,vendorID_0199,NPR,Sales,Products for Resale,2018-05-24 11:34:00+00:00,129 days 00:51:00,0.0,True,20.0,2.75,1
4507002895,4507002895_00010,2018-01-15 10:49:00+00:00,47369.0,vendorID_0159,PR,Latex & Monomers,Pure Acrylics,2018-03-29 13:10:00+00:00,73 days 02:21:00,0.0,True,0.0,3.2666666666666666,1
4507002896,4507002896_00010,2018-01-15 10:49:00+00:00,47369.0,vendorID_0159,PR,Latex & Monomers,Pure Acrylics,2018-03-29 13:10:00+00:00,73 days 02:21:00,0.0,True,0.0,3.2666666666666666,1
4507002899,4507002899_00010,2018-01-15 10:51:00+00:00,223.0,vendorID_0136,PR,Packaging,Labels,2018-09-05 12:09:00+00:00,233 days 01:18:00,0.0,False,0.0,57.21818181818182,1
4507002902,4507002902_00010,2018-01-15 10:52:00+00:00,40800.0,vendorID_0184,PR,Latex & Monomers,Styrene Acrylics,2018-03-29 13:09:00+00:00,73 days 02:17:00,0.0,True,0.0,3.4871794871794872,1
4507002903,4507002903_00010,2018-01-15 10:53:00+00:00,40800.0,vendorID_0184,PR,Latex & Monomers,Styrene Acrylics,2018-03-29 13:09:00+00:00,73 days 02:16:00,0.0,True,0.0,3.4871794871794872,1
4507002904,4507002904_00010,2018-01-15 10:53:00+00:00,40800.0,vendorID_0184,PR,Latex & Monomers,Styrene Acrylics,2018-03-29 13:07:00+00:00,73 days 02:14:00,2.0,True,0.0,3.358974358974359,1
4507002907,4507002907_00010,2018-01-15 10:55:00+00:00,40800.0,vendorID_0184,PR,Latex & Monomers,Styrene Acrylics,2018-03-29 13:09:00+00:00,73 days 02:14:00,0.0,True,0.0,3.4871794871794872,1
4507002909,4507002909_00010,2018-01-15 10:58:00+00:00,43893.0,vendorID_0159,PR,Latex & Monomers,Vinyl Acrylics,2018-03-29 13:10:00+00:00,73 days 02:12:00,0.0,True,16.666666666666664,3.2,1
4507002911,4507002911_00010,2018-01-15 11:00:00+00:00,3256.0,vendorID_0436,PR,Packaging,Paperboard,2018-09-05 12:10:00+00:00,233 days 01:10:00,1.0,False,20.0,4.267857142857143,1
4507002912,4507002912_00010,2018-01-15 11:00:00+00:00,43893.0,vendorID_0159,PR,Latex & Monomers,Vinyl Acrylics,2018-03-29 13:10:00+00:00,73 days 02:10:00,0.0,False,0.0,3.2,1
4507002914,4507002914_00010,2018-01-15 11:08:00+00:00,854.0,vendorID_0437,PR,Packaging,Plastic Containers & Lids < 30L,2018-05-04 13:48:00+00:00,109 days 02:40:00,0.0,False,0.0,8.339285714285714,3
4507002915,4507002915_00010,2018-01-15 11:09:00+00:00,1161.1666666666667,vendorID_0274,PR,Packaging,Plastic Containers & Lids < 30L,2018-05-04 13:48:00+00:00,109 days 02:39:00,0.0,True,0.0,9.491525423728811,6
4507002916,4507002916_00010,2018-01-15 11:10:00+00:00,2276.0,vendorID_0175,PR,Packaging,Metal Containers & Lids < 30L,2018-05-24 11:32:00+00:00,129 days 00:22:00,1.0,False,0.0,5.367647058823529,1
4507002920,4507002920_00010,2018-01-15 11:13:00+00:00,389.0,vendorID_0680,PR,Additives,Neutralisation Agents,2018-09-05 12:10:00+00:00,233 days 00:57:00,0.0,True,0.0,1.818181818181818,1
4507002921,4507002921_00010,2018-01-15 11:13:00+00:00,720.0,vendorID_0527,PR,Packaging,Plastic Containers & Lids < 30L,2018-04-26 09:12:00+00:00,100 days 21:59:00,0.0,False,0.0,5.333333333333333,1
4507002923,4507002923_00010,2018-01-15 11:14:00+00:00,982.0,vendorID_0527,PR,Packaging,Plastic Containers & Lids < 30L,2018-04-26 09:12:00+00:00,100 days 21:58:00,0.0,False,0.0,5.307692307692308,1
4507002925,4507002925_00010,2018-01-15 11:23:00+00:00,103.5,vendorID_0171,PR,Additives,Plasticizers,2018-02-15 15:00:00+00:00,31 days 03:37:00,0.0,False,0.0,18.4,2
4507002931,4507002931_00010,2018-01-15 11:25:00+00:00,1.6666666666666667,vendorID_0171,PR,Additives,Surfactants,2018-02-15 15:00:00+00:00,31 days 03:35:00,0.0,False,0.0,18.3,3
4507002934,4507002934_00010,2018-01-15 11:27:00+00:00,16.0,vendorID_0171,OTHER,Others,Utilities,2018-02-15 15:00:00+00:00,31 days 03:33:00,0.0,False,0.0,18.15,1
4507002936,4507002936_00010,2018-01-15 11:37:00+00:00,122.0,vendorID_0698,PR,Trading & End Products,Trading products (old structure),2018-08-03 11:22:00+00:00,199 days 23:45:00,0.0,False,25.0,8.782608695652174,2
4507002937,4507002937_00010,2018-01-15 11:38:00+00:00,5623.0,vendorID_0422,PR,Additives,Extenders,2018-03-29 13:08:00+00:00,73 days 01:30:00,1.0,False,0.0,2.9696969696969697,1
4507002938,4507002938_00010,2018-01-15 11:39:00+00:00,2521.0,vendorID_0648,NPR,CAPEX & SOCS,MRO (components),2018-03-29 13:08:00+00:00,73 days 01:29:00,0.0,False,0.0,1.1111111111111112,1
4507002940,4507002940_00010,2018-01-15 11:42:00+00:00,47284.0,vendorID_0153,PR,Solvents,Ester Solvents,2018-06-04 07:40:00+00:00,139 days 19:58:00,0.0,False,0.0,1.818181818181818,1
4507002941,4507002941_00010,2018-01-15 11:43:00+00:00,5760.0,vendorID_0151,PR,Additives,Extenders,2018-03-29 13:08:00+00:00,73 days 01:25:00,0.0,False,0.0,6.675,1
4507002942,4507002942_00010,2018-01-15 11:44:00+00:00,5760.0,vendorID_0151,PR,Additives,Extenders,2018-03-29 13:08:00+00:00,73 days 01:24:00,0.0,False,0.0,6.675,1
4507002943,4507002943_00010,2018-01-15 11:44:00+00:00,5760.0,vendorID_0151,PR,Additives,Extenders,2018-03-29 13:08:00+00:00,73 days 01:24:00,0.0,False,0.0,6.675,1
4507002945,4507002945_00010,2018-01-15 11:47:00+00:00,5703.0,vendorID_0151,PR,Additives,Extenders,2018-03-29 13:08:00+00:00,73 days 01:21:00,0.0,False,20.0,6.675,1
