event_value_EUR,case_vendor,case_PR_NPR,case_product_type,case_product_specific,rework_activities,payment_block,automation,avg_vendor_workload,throughput
1504.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,5.393939393939394,124
181.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,5.393939393939394,124
171.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,5.393939393939394,124
146.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,5.393939393939394,124
498.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,5.393939393939394,124
882.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.127450980392157,229
2375.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.443181818181818,203
1914.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.431818181818182,203
499.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,9.407407407407408,73
3455.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,5.151515151515151,124
38.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,0.0,2.391304347826087,124
265.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,45.34920634920635,156
383.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,45.34920634920635,156
10228.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,6.540983606557377,159
3520.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,3.3448275862068964,159
1507.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,6.918918918918919,156
1335.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.918918918918919,156
1378.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.918918918918919,156
22.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
382.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
936.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
43.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
183.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
169.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
1047.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
166.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
53.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,13.89795918367347,127
167.0,_other_vendor,PR,Packaging,Labels,0.0,1,0.0,11.271428571428572,156
454.0,_other_vendor,PR,Packaging,Labels,1.0,1,0.0,11.257142857142858,156
3742.0,_other_vendor,PR,Packaging,Containers,0.0,0,20.0,5.641025641025641,193
31.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,1.0833333333333333,229
304.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,31.27659574468085,98
11799.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.023809523809524,218
22979.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,6.8,69
638.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,5.230769230769231,161
2778.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,1.2857142857142858,58
3440.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,4.24,108
2321.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,4.24,108
2352.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,4.24,108
1205.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,40.0,5.2,199
2083.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,7.071428571428571,107
10545.0,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,0,16.666666666666664,1.0,234
29031.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,20.0,2.3043478260869565,130
3272.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,2.3043478260869565,130
3272.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,2.217391304347826,130
32817.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,2.1739130434782608,130
142.0,_other_vendor,PR,Packaging,Labels,0.0,0,40.0,20.944444444444443,38
42.0,_other_vendor,PR,Packaging,Labels,0.0,0,40.0,20.944444444444443,38
42.0,_other_vendor,PR,Packaging,Labels,0.0,0,40.0,20.944444444444443,38
42.0,_other_vendor,PR,Packaging,Labels,0.0,0,40.0,20.944444444444443,38
341.0,vendorID_0104,PR,Packaging,Containers,0.0,0,40.0,65.79166666666667,73
3054.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,65.79166666666667,73
610.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,65.79166666666667,73
6411.0,vendorID_0104,PR,Packaging,Containers,0.0,1,16.666666666666664,65.79166666666667,73
3054.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,65.79166666666667,73
603.0,vendorID_0104,PR,Packaging,Containers,0.0,1,20.0,65.79166666666667,73
1987.0,vendorID_0104,PR,Packaging,Containers,0.0,1,20.0,65.79166666666667,73
603.0,vendorID_0104,PR,Packaging,Containers,0.0,1,20.0,65.79166666666667,73
1582.0,vendorID_0104,PR,Packaging,Containers,0.0,1,20.0,65.79166666666667,73
755.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
1122.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
102.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
797.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
105.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
4993.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,40.0,11.266666666666667,73
1964.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
218.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
108.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,11.266666666666667,73
113.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.266666666666667,73
283.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.424657534246576,200
110.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,1,16.666666666666664,14.424657534246576,200
51.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.424657534246576,200
78.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.424657534246576,200
272.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.424657534246576,200
6.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,20.0,2.857142857142857,200
244.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,20.0,2.857142857142857,200
781.0,_other_vendor,_NPR,Sales,Products for Resale,2.0,0,0.0,2.857142857142857,200
285.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
51.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
117.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
200.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
23.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
88.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
43.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
57.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,29.46153846153846,200
2469.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,2.5357142857142856,101
282.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,5.321428571428571,200
170.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,5.321428571428571,200
2961.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.0588235294117645,199
193.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.0588235294117645,199
1028.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.0588235294117645,199
176.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,12.333333333333334,38
220.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,12.333333333333334,38
1094.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,1.0,0,0.0,12.333333333333334,38
120.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.5188679245283,233
395.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.5188679245283,233
35.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,14.5188679245283,233
1013.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.571428571428571,38
583.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.571428571428571,38
734.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.571428571428571,38
92.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.68421052631579,38
161.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.68421052631579,38
64.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.68421052631579,38
23.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.68421052631579,38
38.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.35632183908046,200
7.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.35632183908046,200
24.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.35632183908046,200
58.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,26.35632183908046,200
12.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.35632183908046,200
41.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.35632183908046,200
20.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.35632183908046,200
577.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,26.35632183908046,200
192.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,26.35632183908046,200
60.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,3.4,38
95.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,3.4,38
72.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,3.4,38
138.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
272.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
55.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
113.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
280.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
869.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
587.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
106.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
378.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
600.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
598.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
362.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
382.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
109.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
102.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
114.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
156.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
1059.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
606.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
100.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
65.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
156.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
382.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,39.25,38
245.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
70.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
133.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
82.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
35.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
468.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
900.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,0.0,11.928571428571429,31
1118.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
371.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
63.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,20.0,17.263157894736842,199
176.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
38.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,40.0,17.263157894736842,199
30235.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,7.294117647058823,38
368.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,7.294117647058823,38
211.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,7.294117647058823,38
1418.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.074074074074074,200
762.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.074074074074074,200
686.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,4.074074074074074,200
65.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.074074074074074,200
5224.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,3.0,73
212.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,6.0,31
20.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,6.0,31
27.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,6.0,31
38.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,6.0,31
15.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,6.0,31
40.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,6.0,31
243.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
13.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
125.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
125.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
667.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
146.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
486.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
625.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,9.041666666666666,200
1806.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,5.642857142857143,38
422.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,5.642857142857143,38
773.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,5.642857142857143,38
192.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.642857142857143,38
3935.0,_other_vendor,_NPR,Sales,Products for Resale,2.0,1,14.285714285714285,1.3333333333333333,101
942.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.4285714285714284,38
356.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,20.0,3.4285714285714284,38
240.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.4285714285714284,38
5357.0,_other_vendor,PR,Packaging,Containers,2.0,1,0.0,6.047169811320755,233
5318.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,5.90625,186
205.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
214.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
301.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
112.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
223.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
223.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
461.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
230.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
277.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
294.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
147.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
138.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
347.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
196.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,65.7127659574468,172
147.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
156.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.7127659574468,172
1480.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,65.7127659574468,172
3143.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.2777777777777777,109
694.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.701754385964912,233
22347.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,3.0,14
584.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,49.66666666666666,101
212.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,49.66666666666666,101
126.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,49.66666666666666,101
3142.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,3.1379310344827585,79
1244.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.7,109
2029.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.7,109
1732.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.7,109
1727.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,1.0,73
6397.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,1.0,38
294.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,65.625,73
394.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,65.625,73
1156.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,65.625,73
7242.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,65.625,73
7845.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,65.625,73
5431.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,65.625,73
5431.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,65.625,73
2748.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,65.625,73
610.0,vendorID_0104,PR,Packaging,Containers,0.0,1,0.0,65.625,73
2357.0,vendorID_0104,PR,Packaging,Containers,0.0,1,0.0,65.625,73
5856.0,_other_vendor,PR,_other_product_type,_other_specific_type,6.0,1,0.0,6.5,323
1130.0,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,1,0.0,6.5,323
446.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,65.625,73
397.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,65.625,73
1574.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.5,59
4835.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,4.65,100
6094.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,4.65,100
